Country Name,Country Code,Series Name,Series Code,2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016]
France,FRA,"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,3.86800003051758,4.16599988937378,3.91199994087219,3.73499989509583,3.98300004005432
France,FRA,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,21.7600002288818,21.3050003051758,20.5729999542236,20.3759994506836,20.2940006256104
France,FRA,"Employment in industry, female (% of female employment) (modeled ILO estimate)",SL.IND.EMPL.FE.ZS,10.1639995574951,10.0340003967285,9.59200000762939,9.29599952697754,9.17000007629395
France,FRA,"Employment in industry, male (% of male employment) (modeled ILO estimate)",SL.IND.EMPL.MA.ZS,31.9060001373291,31.2509994506836,30.3239994049072,30.2630004882813,30.1879997253418
France,FRA,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,75.3209991455078,75.620002746582,76.5810012817383,76.8789978027344,76.8339996337891
France,FRA,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,88.0029983520508,88.1289978027344,88.7639999389648,89.0690002441406,89.2080001831055
France,FRA,"Employment in services, male (% of male employment) (modeled ILO estimate)",SL.SRV.EMPL.MA.ZS,64.2259979248047,64.5830001831055,65.7630004882813,66.0019989013672,65.8290023803711
France,FRA,Export value index (2000 = 100),TX.VAL.MRCH.XD.WD,174.0223281,177.7363532,177.5537667,154.69443,153.2687706
France,FRA,Export volume index (2000 = 100),TX.QTY.MRCH.XD.WD,95.70093458,94.85981308,95.3271028,97.10280374,97.38317757
France,FRA,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,29.2030271868495,29.3647378670492,29.666684498073,30.5926223781313,30.1554630596868
France,FRA,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,2.53940061639433,1.90901457339692,3.31212754845065,4.26582031725961,1.84793318990502
France,FRA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.01,1.99,2.01,1.96,1.96
France,FRA,Fixed broadband Internet subscribers (per 100 people),IT.NET.BBND.P2,37.6807791555461,39.0175725666227,40.456055289558,41.681921621139,42.7436728502122
France,FRA,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,1.22774216144114,1.12374194969107,0.203690144356148,1.80145889971015,1.43634149692101
France,FRA,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,1.93872590915601,0.626618612881495,1.8611371057287,1.71505483634665,2.61185755338031
France,FRA,Fuel exports (% of merchandise exports),TX.VAL.FUEL.ZS.UN,4.45329150280097,3.93246477463136,3.90387842111745,3.03785903510274,2.39780862475321
France,FRA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.182693034194116,0.576241545777577,0.947586472086044,1.06746164702885,1.18765038087423
France,FRA,GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,41158.8849843807,41183.510959426,41374.7612490442,41642.3104260915,41968.9815739992
France,FRA,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,37327.9444016171,37350.2782677477,37523.7275771828,37766.3741116872,38062.6397284874
France,FRA,GDP per person employed (constant 1990 PPP $),SL.GDP.PCAP.EM.KD,90240.546875,90922.5,92270.7109375,93191.4296875,93749.7734375
France,FRA,GINI index (World Bank estimate),SI.POV.GINI,33.1,32.5,32.3,32.7,..
France,FRA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,5.46131992340088,5.50531005859375,5.51760005950928,..,..
France,FRA,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,22.6266322737796,22.2871930659001,22.7098310745593,22.7123240564184,22.6857784909413
France,FRA,Gross capital formation (annual % growth),NE.GDI.TOTL.KD.ZG,-2.50109931394272,0.251775013847634,3.23843051099897,2.40641711229948,1.94934230095515
France,FRA,"Gross fixed capital formation, private sector (% of GDP)",NE.GDI.FPRV.ZS,..,..,..,..,..
France,FRA,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,25.3667828016941,25.8966650307893,26.0927856598234,26.8472469570315,26.669379348586
France,FRA,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,6.2532523416,6.2913299042,6.2094188368,6.6734101912,6.6668940872
France,FRA,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,30.499031981938,30.3993172078638,30.8121120215465,31.1590715564548,30.9734322668189
France,FRA,Individuals using the Internet (% of population),IT.NET.USER.ZS,81.44,81.9198,83.75,78.01,79.27
France,FRA,"Industry, value added (% of GDP)",NV.IND.TOTL.ZS,17.8685506155676,17.9718012893511,17.7459396724758,17.6796917075443,17.5638795854558
France,FRA,"Industry, value added (annual % growth)",NV.IND.TOTL.KD.ZG,-1.1513469412177,0.838794268287884,-0.2868860228171,0.477022343569942,1.09669416766205
France,FRA,"Industry, value added (constant 2005 US$)",NV.IND.TOTL.KD,472263793381.14,476225115011.22,474858891719.108,477124074733.036,482356666633.145
France,FRA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.9556855,0.86360693,0.507700673,0.037803733,0.183334861
France,FRA,Informal payments to public officials (% of firms),IC.FRM.CORR.ZS,..,..,..,..,..
France,FRA,International migrant stock (% of population),SM.POP.TOTL.ZS,..,..,..,12.0884793768866,..
France,FRA,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,50.9309997558594,51.0810012817383,50.8870010375977,50.7290000915527,50.6749992370605
France,FRA,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,61.7029991149902,61.435001373291,60.951000213623,60.7039985656738,60.431999206543
France,FRA,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,56.1629981994629,56.1119995117188,55.7779998779297,55.5779991149902,55.4210014343262
France,FRA,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,76.6579971313477,76.5082015991211,76.1639022827148,75.999397277832,75.8787002563477
France,FRA,"Labor force with advanced education, female (% of female working-age population with advanced education)",SL.TLF.ADVN.FE.ZS,80.3077011108398,80.0268020629883,78.8202972412109,79.2979965209961,78.9344024658203
France,FRA,"Labor force with advanced education, male (% of male working-age population with advanced education)",SL.TLF.ADVN.MA.ZS,78.3627014160156,78.1434020996094,77.3880004882813,77.5150985717773,77.2889022827148
France,FRA,Labor force with basic education (% of total working-age population with basic education),SL.TLF.BASC.ZS,28.7299995422363,27.327600479126,26.1284008026123,25.0797004699707,24.2821006774902
France,FRA,"Labor force with basic education, female (% of female working-age population with basic education)",SL.TLF.BASC.FE.ZS,42.7038993835449,40.7519989013672,38.9225997924805,37.9908981323242,37.6060981750488
France,FRA,"Labor force with basic education, male (% of male working-age population with basic education)",SL.TLF.BASC.MA.ZS,35.0029983520508,33.3040008544922,31.7765007019043,30.8159008026123,30.2266006469727
France,FRA,Labor force with intermediate education (% of total working-age population with intermediate education),SL.TLF.INTM.ZS,59.7290992736816,59.1814002990723,58.4286994934082,58.3504981994629,58.1100997924805
France,FRA,"Labor force with intermediate education, female (% of female working-age population with intermediate education)",SL.TLF.INTM.FE.ZS,67.9069976806641,66.9797973632813,66.2437973022461,66.0688018798828,65.3559036254883
France,FRA,"Labor force with intermediate education, male (% of male working-age population with intermediate education)",SL.TLF.INTM.MA.ZS,63.9303016662598,63.2079010009766,62.4869003295898,62.350700378418,61.8478012084961
France,FRA,"Labor force, total",SL.TLF.TOTL.IN,30091903,30231689,30213192,30251104,30319992
France,FRA,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,85.4,85.6,86,85.5,85.5
France,FRA,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,78.7,79,79.5,79.2,79.2
France,FRA,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,0.0169069616738713,0.017077165108652,0.0167930237861025,0.0165042242125008,..
France,FRA,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,..,..,..,..,..
France,FRA,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,..,..,..,..,..
France,FRA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..
France,FRA,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,..,..,..,..,..
France,FRA,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,..,..,..,..,..
France,FRA,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..,..,..,..,..
France,FRA,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,10.3615753321039,10.3543424795802,10.2804260000512,10.4336636293504,10.3109709912374
France,FRA,"Manufacturing, value added (annual % growth)",NV.IND.MANF.KD.ZG,-0.402655264718135,0.145885178502709,1.79520138973743,1.10648129656848,1.50418366805378
France,FRA,"Manufacturing, value added (constant 2005 US$)",NV.IND.MANF.KD,282514275127.386,282926421581.951,288005520634.125,291192247853.026,295572314087.87
France,FRA,Market capitalization of listed companies (% of GDP),CM.MKT.LCAP.GD.ZS,67.3735641611161,81.8577582882045,73.1337508076341,85.6496820148227,87.5833254646163
France,FRA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,97.8317477157756,99.0677131198402,101.922962660069,103.450039662752,104.40401670625
France,FRA,"New business density (new registrations per 1,000 people ages 15-64)",IC.BUS.NDNS.ZS,2.87823056147638,2.47997663283946,2.25706025314445,2.08384631364064,1.83637303757735
France,FRA,New businesses registered (number),IC.BUS.NREG,121538,104662,94927,86627,76276
France,FRA,Number of visits or required meetings with tax officials,IC.TAX.METG,..,..,..,..,..
France,FRA,"Own-account workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.OWAC.FE.ZS,4.74599981307983,4.8600001335144,5.40999984741211,5.35900020599365,5.4980001449585
France,FRA,"Own-account workers, male (% of male employment) (modeled ILO estimate)",SL.EMP.OWAC.MA.ZS,8.36600017547607,8.08899974822998,8.34200000762939,8.41899967193604,8.72000026702881
France,FRA,"Own-account workers, total (% of male employment) (modeled ILO estimate)",SL.EMP.OWAC.ZS,6.67700004577637,6.57499980926514,6.96299982070923,6.97599983215332,7.20300006866455
France,FRA,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,12565631505.2452,13425170364.7751,13725934613.3089,12441097565.1409,12527647227.7043
France,FRA,"Personal transfers, receipts (BoP, current US$)",BX.TRF.PWKR.CD,678613515.634603,717143470.572679,627117722.578296,598960138.145522,627398954.759134
France,FRA,Population ages 0-14 (% of total),SP.POP.0014.TO.ZS,18.3981715362631,18.3659108944087,18.3201855697399,18.2651337900943,18.1742778082249
France,FRA,"Population ages 0-14, total",SP.POP.0014.TO,12080201,12121255,12149231,12163367,12151280
France,FRA,Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,64.0818202135633,63.6360479003751,63.194198194447,62.796420527165,62.4795270260561
France,FRA,"Population ages 15-64, total",SP.POP.1564.TO,42075988,41998939,41907923,41818250,41773667
France,FRA,Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,17.5200082501736,17.9980412052162,18.4856162358131,18.9384456827407,19.346195165719
France,FRA,"Population ages 65 and above, total",SP.POP.65UP.TO,11503600,11878466,12258938,12611748,12934821
France,FRA,Population density (people per sq. km of land area),EN.POP.DNST,119.914071046485,120.5329490811,121.112673201146,121.619057011416,122.105585354584
France,FRA,Population growth (annual %),SP.POP.GROW,0.483982311686857,0.514774024594539,0.479814388342675,0.417238030192745,0.399244807338297
France,FRA,"Population, total",SP.POP.TOTL,65659789,65998660,66316092,66593366,66859768
France,FRA,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,0,0,0,0,..
France,FRA,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.5,0.5,0.5,0.5,0.5
France,FRA,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,..,..,..,..,..
France,FRA,"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,..,..,..,..,..
France,FRA,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,..,..,..,..,..
France,FRA,Private credit bureau coverage (% of adults),IC.CRD.PRVT.ZS,0,0,0,0,0
France,FRA,Public credit registry coverage (% of adults),IC.CRD.PUBL.ZS,42.4,43.6,44.5,45.1,46.7
France,FRA,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,2.22579,2.23406,2.23919,2.23135,..
France,FRA,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,4073.40585,4169.84829,4168.78202,..,..
France,FRA,Rural population,SP.RUR.TOTL,13868661,13770620,13665094,13548420,13427447
France,FRA,Rural population (% of total population),SP.RUR.TOTL.ZS,21.122,20.865,20.606,20.345,20.083
France,FRA,"School enrollment, primary (% gross)",SE.PRM.ENRR,106.672119140625,106.31111907959,106.13459777832,107.361419677734,..
France,FRA,"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE,106.71321105957,106.175628662109,105.975982666016,107.179656982422,..
France,FRA,"School enrollment, primary, male (% gross)",SE.PRM.ENRR.MA,106.632949829102,106.440322875977,106.285842895508,107.53466796875,..
France,FRA,"School enrollment, secondary (% gross)",SE.SEC.ENRR,112.308311462402,111.430679321289,111.243690490723,111.067039489746,..
France,FRA,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,1.00408005714417,1.00952005386353,1.01229000091553,1.00855994224548,..
France,FRA,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,112.542121887207,111.970977783203,111.939170837402,111.551406860352,..
France,FRA,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,112.085083007813,110.91471862793,110.579597473145,110.604698181152,..
France,FRA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,60.4692115783691,62.2612609863281,64.0950775146484,65.2639083862305,..
France,FRA,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,1.26847004890442,1.25431001186371,1.25284004211426,1.25269997119904,..
France,FRA,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,67.8015899658203,69.4570007324219,71.4657211303711,72.7673873901367,..
France,FRA,"School enrollment, tertiary, male (% gross)",SE.TER.ENRR.MA,53.4515609741211,55.3745918273926,57.0431785583496,58.0885887145996,..
France,FRA,"Self-employed, female (% of female employment) (modeled ILO estimate)",SL.EMP.SELF.FE.ZS,7.68200016021729,7.74900007247925,8.17899990081787,8.23799991607666,8.46100044250488
France,FRA,"Self-employed, male (% of male employment) (modeled ILO estimate)",SL.EMP.SELF.MA.ZS,14.9169998168945,14.5620002746582,14.8229999542236,14.7720003128052,14.9870004653931
France,FRA,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,11.5410003662109,11.3680000305176,11.6979999542236,11.6909999847412,11.914999961853
France,FRA,Tax payments (number),IC.TAX.PAYM,9,9,9,9,9
France,FRA,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,22.5534803648404,23.2333060487278,23.1796033519943,23.1817040508872,23.1451317617412
France,FRA,"Taxes on income, profits and capital gains (% of total taxes)",GC.TAX.YPKG.ZS,49.5678181609771,50.0403543046963,49.4691023806609,49.0165491313374,49.0497377885053
France,FRA,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,1874.30192,1839.21789,1780.85131,..,..
France,FRA,Telephone lines (per 100 people),IT.MLT.MAIN.P2,62.3979875006979,61.1390030434489,60.4527407875273,60.3951139609677,60.2682078945697
France,FRA,Time required to enforce a contract (days),IC.LGL.DURS,390,395,395,395,395
France,FRA,Time required to obtain an operating license (days),IC.FRM.DURS,..,..,..,..,..
France,FRA,Time required to register property (days),IC.PRP.DURS,74,74,64,64,64
France,FRA,Time required to start a business (days),IC.REG.DURS,6.5,6.5,4.5,4,3.5
France,FRA,Time to prepare and pay taxes (hours),IC.TAX.DURS,132,137,137,137,139
France,FRA,Time to resolve insolvency (years),IC.ISV.DURS,1.9,1.9,1.9,1.9,1.9
France,FRA,"Total employment, total (ages 15+)",SL.EMP.TOTL,27263437,27232333,27101306,27117569,27269447
France,FRA,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,5.44610023498535,5.88800001144409,6.28289985656738,6.08379983901978,5.84849977493286
France,FRA,"Unemployment with advanced education, female (% of female labor force with advanced education)",SL.UEM.ADVN.FE.ZS,5.41510009765625,6.0991997718811,6.3668999671936,6.54290008544922,5.52540016174316
France,FRA,"Unemployment with advanced education, male (% of male labor force with advanced education)",SL.UEM.ADVN.MA.ZS,5.43120002746582,5.98850011825562,6.32240009307861,6.29960012435913,5.69619989395142
France,FRA,Unemployment with intermediate education (% of total labor force with intermediate education),SL.UEM.INTM.ZS,10.0122995376587,10.4996004104614,11.0423002243042,11.0742998123169,10.9659996032715
France,FRA,"Unemployment with intermediate education, female (% of female labor force with intermediate education)",SL.UEM.INTM.FE.ZS,8.90100002288818,9.80920028686523,10.3171997070313,10.5837001800537,10.4106998443604
France,FRA,"Unemployment with intermediate education, male (% of male labor force with intermediate education)",SL.UEM.INTM.MA.ZS,9.40590000152588,10.1218996047974,10.6430997848511,10.8049001693726,10.6632995605469
France,FRA,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,9.35700035095215,9.78699970245361,10.0290002822876,9.87199974060059,9.84799957275391
France,FRA,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,9.4370002746582,10.0369997024536,10.5389995574951,10.7910003662109,10.2480001449585
France,FRA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,9.39999961853027,9.92000007629395,10.3000001907349,10.3599996566772,10.0600004196167
France,FRA,"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.FE.ZS,23.0359992980957,24.3199996948242,22.9890003204346,23.2049999237061,23.9139995574951
France,FRA,"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,23.9720001220703,23.7169990539551,25.048999786377,25.6380004882813,24.9200000762939
France,FRA,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,23.5599994659424,23.9829998016357,24.1429996490479,24.5610008239746,24.4710006713867
France,FRA,Urban population,SP.URB.TOTL,51791128,52228040,52650998,53044946,53432321
France,FRA,Urban population (% of total),SP.URB.TOTL.IN.ZS,78.878,79.135,79.394,79.655,79.917
France,FRA,"Vulnerable employment, female (% of female employment) (modeled ILO estimate)",SL.EMP.VULN.FE.ZS,5.45299983024597,5.5650001168251,6.12399983406067,6.01100021600723,6.16000014543534
France,FRA,"Vulnerable employment, male (% of male employment) (modeled ILO estimate)",SL.EMP.VULN.MA.ZS,8.63900017738342,8.30199974775314,8.53800000250339,8.5699996650219,8.89400026202202
France,FRA,"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",SL.EMP.VULN.ZS,7.15300005674362,7.01799979805947,7.40299981832504,7.36299982666969,7.60700008273125
France,FRA,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,92.318000793457,92.2509994506836,91.8209991455078,91.7620010375977,91.5390014648438
France,FRA,"Wage and salaried workers, male (% of male employment) (modeled ILO estimate)",SL.EMP.WORK.MA.ZS,85.0830001831055,85.4380035400391,85.177001953125,85.2279968261719,85.0130004882813
France,FRA,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,88.4589996337891,88.6320037841797,88.302001953125,88.3089981079102,88.0849990844727
Germany,DEU,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100
Germany,DEU,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,8.063,7.7574,7.4518,7.1462,6.8406
Germany,DEU,Age dependency ratio (% of working-age population),SP.POP.DPND,51.816006659034,51.7915170212172,51.8582332205677,52.0596259289746,52.3439752792884
Germany,DEU,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,0.702906905077839,0.87890625,0.689725726094385,0.555221526785274,0.553171864315135
Germany,DEU,"Agriculture, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,-0.847457627118644,5.15069725596042,-12.0213903743316,15.8400194505227,-0.577185433938496
Germany,DEU,"Agriculture, value added (constant 2005 US$)",NV.AGR.TOTL.KD,19667226382.8339,20680225672.458,18194175014.0791,21076135875.1714,20954487488.8628
Germany,DEU,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,985668.769188173,954874,946082,967453,962803
Germany,DEU,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,118.534002507071,118.288664181208,123.38982667452,122.166527093462,118.797005824395
Germany,DEU,"Borrowers from commercial banks (per 1,000 adults)",FB.CBK.BRWR.P3,..,..,..,..,..
Germany,DEU,Consumer price index (2010 = 100),FP.CPI.TOTL,104.125343778648,105.692141011751,106.650554212851,106.900575047921,107.417284773731
Germany,DEU,"Contributing family workers, female (% of female employment) (modeled ILO estimate)",SL.FAM.WORK.FE.ZS,0.794000029563904,0.717000007629395,0.672999978065491,0.587000012397766,0.563000023365021
Germany,DEU,"Contributing family workers, male (% of male employment) (modeled ILO estimate)",SL.FAM.WORK.MA.ZS,0.340000003576279,0.28600001335144,0.257999986410141,0.25,0.241999998688698
Germany,DEU,"Contributing family workers, total (% of total employment) (modeled ILO estimate)",SL.FAM.WORK.ZS,0.547999978065491,0.486000001430511,0.45100000500679,0.407000005245209,0.391000002622604
Germany,DEU,CPIA economic management cluster average (1=low to 6=high),IQ.CPA.ECON.XQ,..,..,..,..,..
Germany,DEU,CPIA financial sector rating (1=low to 6=high),IQ.CPA.FINS.XQ,..,..,..,..,..
Germany,DEU,CPIA gender equality rating (1=low to 6=high),IQ.CPA.GNDR.XQ,..,..,..,..,..
Germany,DEU,CPIA macroeconomic management rating (1=low to 6=high),IQ.CPA.MACR.XQ,..,..,..,..,..
Germany,DEU,CPIA policies for social inclusion/equity cluster average (1=low to 6=high),IQ.CPA.SOCI.XQ,..,..,..,..,..
Germany,DEU,CPIA property rights and rule-based governance rating (1=low to 6=high),IQ.CPA.PROP.XQ,..,..,..,..,..
Germany,DEU,CPIA social protection rating (1=low to 6=high),IQ.CPA.PROT.XQ,..,..,..,..,..
Germany,DEU,Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,..,8,8,8,8
Germany,DEU,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,156.924945436616,136.886322463768,139.753961677357,134.343107781775,133.762344746426
Germany,DEU,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,83.4136013283737,81.6658174818841,79.1714834252354,77.6729913097761,77.2251713554174
Germany,DEU,Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,..,..,..,..,..
Germany,DEU,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,7270.15252302734,7217.52908915495,7035.48297471676,..,..
Germany,DEU,"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,2.49200010299683,2.50799989700317,2.5220000743866,2.51900005340576,2.43499994277954
