Nom gare;Code Gare;Type jour;Année;Date de comptage;Ligne;Axe;Tranche horaire;Montants
ACHERES VILLE;87381657;Dimanche;2014;2014-05-18;A;A;De 16h à 20h;625
ACHERES VILLE;87381657;JOB;2018;2018-03-27;A;A;De 6h à 10h;2397
CERGY LE HAUT;87382655;JOB;2018;2018-03-27;A;A;De 16h à 20h;1005
CERGY PREFECTURE;87381905;JOB;2018;2018-03-27;A;A;De 16h à 20h;5461
HOUILLES CARRIERES SUR SEINE;87386409;Samedi;2014;2014-05-17;A;A;De 6h à 10h;1362
AEROPORT CHARLES DE GAULLE 1;87271460;Dimanche;2019;2019-03-24;B;B;De 16h à 20h;392
AEROPORT CHARLES DE GAULLE 2 TGV;87001479;Dimanche;2019;2019-03-24;B;B;Après 20h;3610
DRANCY;87271403;JOB;2019;2019-03-21;B;B;De 10h à 16h;567
DRANCY;87271403;Samedi;2019;2019-03-16;B;B;De 10h à 16h;3610
LA COURNEUVE AUBERVILLIERS;87271304;JOB;2019;2019-03-21;B;B;De 6h à 10h;1421
LA PLAINE STADE DE FRANCE;87164798;Dimanche;2019;2019-03-17;B;B;Avant 6h;143
LA PLAINE STADE DE FRANCE;87164798;Dimanche;2019;2019-03-17;B;B;De 6h à 10h;1336
LA PLAINE STADE DE FRANCE;87164798;Samedi;2019;2019-03-16;B;B;Avant 6h;308
LE BLANC MESNIL;87271478;Samedi;2019;2019-03-16;B;B;De 6h à 10h;1046
PARC DES EXPOSITIONS;87271486;JOB;2019;2019-03-28;B;B;De 16h à 20h;2867
PARC DES EXPOSITIONS;87271486;Samedi;2019;2019-03-16;B;B;De 10h à 16h;717
SEVRAN BEAUDOTTES;87271445;JOB;2019;2019-03-21;B;B;Après 20h;95
VERT GALANT;87271437;JOB;2019;2019-03-28;B;B;Avant 6h;513
VILLEPARISIS MITRY LE NEUF;87271510;Samedi;2019;2019-03-16;B;B;Avant 6h;106
VILLEPINTE;87271452;JOB;2019;2019-03-28;B;B;De 6h à 10h;2174
ARPAJON;87545467;Samedi;2017;2017-04-22;C;C;De 16h à 20h;350
BIEVRES;87393546;Samedi;2017;2017-04-22;C;C;Avant 6h;4
BRETIGNY;87545194;JOB;2017;2017-04-25;C;C;De 10h à 16h;2134
CERNAY;87276063;Dimanche;2017;2017-04-23;C;C;De 6h à 10h;143
CHAVILLE VELIZY;87393173;Dimanche;2017;2017-04-23;C;C;Avant 6h;3
CHAVILLE VELIZY;87393173;JOB;2017;2017-04-25;C;C;Avant 6h;30
CHILLY MAZARIN;87393637;JOB;2017;2017-04-25;C;C;De 16h à 20h;485
CHOISY LE ROI;87545285;Dimanche;2017;2017-04-23;C;C;De 6h à 10h;1422
DOURDAN LA FORET;87540179;Dimanche;2017;2017-04-23;C;C;De 6h à 10h;0
EPINAY SUR ORGE;87545228;JOB;2017;2017-04-25;C;C;De 10h à 16h;1137
ETAMPES;87545137;Samedi;2017;2017-04-22;C;C;Après 20h;174
FRANCONVILLE LE PLESSIS BOUCHARD;87276071;JOB;2017;2017-04-25;C;C;Après 20h;182
GARE DE MONNERVILLE;87551111;Samedi;2017;2017-04-22;C;C;De 16h à 20h;0
GENNEVILLIERS;87271205;Samedi;2017;2017-04-22;C;C;De 10h à 16h;703
IGNY;87393561;Samedi;2017;2017-04-22;C;C;Avant 6h;8
INVALIDES;87393033;Dimanche;2017;2017-04-23;C;C;De 10h à 16h;5513
IVRY SUR SEINE;87545301;Samedi;2017;2017-04-22;C;C;De 16h à 20h;1116
JUVISY;87545244;JOB;2017;2017-04-25;C;C;De 6h à 10h;21489
LA NORVILLE SAINT-GERMAIN LES ARPAJON;87545459;Samedi;2017;2017-04-22;C;C;Après 20h;43
LARDY;87545160;Samedi;2017;2017-04-22;C;C;Après 20h;35
LARDY;87545160;Samedi;2017;2017-04-22;C;C;De 10h à 16h;126
LES ARDOINES;87492108;Dimanche;2017;2017-04-23;C;C;De 6h à 10h;262
LES GRESILLONS;87272146;Dimanche;2017;2017-04-23;C;C;Après 20h;117
ACHERES GRAND CORMIER;87386052;Samedi;2014;2014-05-17;A;A;De 6h à 10h;54
LES SAULES;87546226;Samedi;2017;2017-04-22;C;C;De 10h à 16h;609
LONGJUMEAU;87393611;Samedi;2017;2017-04-22;C;C;De 16h à 20h;89
ACHERES GRAND CORMIER;87386052;JOB;2018;2018-03-27;A;A;Avant 6h;7
CERGY LE HAUT;87382655;Samedi;2014;2014-05-17;A;A;Après 20h;579
ACHERES VILLE;87381657;Dimanche;2014;2014-05-18;A;A;De 10h à 16h;631
MAROLLES EN HUREPOIX;87545186;JOB;2017;2017-04-25;C;C;De 6h à 10h;2133
CERGY PREFECTURE;87381905;Dimanche;2014;2014-05-18;A;A;De 16h à 20h;1815
MASSY PALAISEAU;87393579;Dimanche;2017;2017-04-23;C;C;De 16h à 20h;747
CONFLANS FIN D'OISE;87381459;Samedi;2014;2014-05-17;A;A;Avant 6h;33
CERGY SAINT-CHRISTOPHE;87382499;JOB;2018;2018-03-27;A;A;Avant 6h;449
HOUILLES CARRIERES SUR SEINE;87386409;Dimanche;2014;2014-05-18;A;A;De 10h à 16h;2474
CERGY SAINT-CHRISTOPHE;87382499;Samedi;2014;2014-05-17;A;A;De 10h à 16h;4362
MAISONS LAFFITTE;87386425;JOB;2018;2018-03-27;A;A;Avant 6h;121
MAISONS LAFFITTE;87386425;JOB;2018;2018-03-27;A;A;De 10h à 16h;2247
MAISONS LAFFITTE;87386425;Samedi;2014;2014-05-17;A;A;Avant 6h;61
NEUVILLE UNIVERSITE;87334482;Dimanche;2014;2014-05-18;A;A;Après 20h;201
POISSY;87386573;Dimanche;2014;2014-05-18;A;A;Avant 6h;62
NEUVILLE UNIVERSITE;87334482;Dimanche;2014;2014-05-18;A;A;De 16h à 20h;397
SARTROUVILLE;87386417;Samedi;2014;2014-05-17;A;A;Avant 6h;74
MONTIGNY BEAUCHAMP;87276089;JOB;2017;2017-04-25;C;C;De 10h à 16h;904
SARTROUVILLE;87386417;Samedi;2014;2014-05-17;A;A;De 6h à 10h;1546
AEROPORT CHARLES DE GAULLE 1;87271460;JOB;2019;2019-03-21;B;B;Après 20h;130
DRANCY;87271403;Samedi;2019;2019-03-16;B;B;Avant 6h;390
NEUILLY PORTE MAILLOT;87381020;Samedi;2017;2017-04-22;C;C;Avant 6h;19
LA COURNEUVE AUBERVILLIERS;87271304;JOB;2019;2019-03-21;B;B;Après 20h;490
AEROPORT CHARLES DE GAULLE 1;87271460;JOB;2019;2019-03-28;B;B;De 6h à 10h;2017
LA COURNEUVE AUBERVILLIERS;87271304;Samedi;2019;2019-03-16;B;B;De 10h à 16h;5804
AEROPORT CHARLES DE GAULLE 2 TGV;87001479;Dimanche;2019;2019-03-17;B;B;Après 20h;491
LE BLANC MESNIL;87271478;Dimanche;2019;2019-03-17;B;B;De 10h à 16h;2429
AULNAY SOUS BOIS;87271411;Dimanche;2019;2019-03-17;B;B;De 10h à 16h;5859
MITRY CLAYE;87271528;Dimanche;2019;2019-03-17;B;B;De 6h à 10h;186
AULNAY SOUS BOIS;87271411;Samedi;2019;2019-03-16;B;B;Après 20h;2363
VILLEPARISIS MITRY LE NEUF;87271510;Dimanche;2019;2019-03-17;B;B;Après 20h;24
PETIT VAUX;87393652;Dimanche;2017;2017-04-23;C;C;De 6h à 10h;39
VILLEPARISIS MITRY LE NEUF;87271510;Dimanche;2019;2019-03-17;B;B;De 10h à 16h;1397
PETIT VAUX;87393652;JOB;2017;2017-04-25;C;C;Avant 6h;8
ABLON;87545269;Dimanche;2017;2017-04-23;C;C;De 16h à 20h;266
LA COURNEUVE AUBERVILLIERS;87271304;JOB;2019;2019-03-21;B;B;De 16h à 20h;1826
AMPERE WAGRAM;87771111;JOB;2017;2017-04-25;C;C;De 6h à 10h;5
PIERRELAYE;87276097;JOB;2017;2017-04-25;C;C;De 6h à 10h;470
ATHIS MONS;87545251;Samedi;2017;2017-04-22;C;C;De 6h à 10h;248
PLACE DU CARROUGE;87441111;Samedi;2017;2017-04-22;C;C;De 16h à 20h;2
AVENUE DU PRESIDENT KENNEDY - MAISON DE RADIO FRANCE;87543207;Samedi;2017;2017-04-22;C;C;Après 20h;262
MITRY CLAYE;87271528;JOB;2019;2019-03-21;B;B;Avant 6h;0
AVENUE DU PRESIDENT KENNEDY - MAISON DE RADIO FRANCE;87543207;Samedi;2017;2017-04-22;C;C;De 16h à 20h;801
PONT DE L'ALMA;87393041;Dimanche;2017;2017-04-23;C;C;De 16h à 20h;1354
BIBLIOTHEQUE FRANCOIS MITTERRAND;87328328;Samedi;2017;2017-04-22;C;C;De 6h à 10h;2406
PARC DES EXPOSITIONS;87271486;JOB;2019;2019-03-21;B;B;De 16h à 20h;115
BOULAINVILLIERS;87543181;Samedi;2017;2017-04-22;C;C;Après 20h;293
PARIS NORD;87271031;Dimanche;2019;2019-03-17;B;B;Après 20h;12590
BOURAY;87545178;Samedi;2017;2017-04-22;C;C;De 10h à 16h;283
PARIS NORD;87271031;Dimanche;2019;2019-03-17;B;B;Avant 6h;1244
BREUILLET VILLAGE;87545491;Samedi;2017;2017-04-22;C;C;De 10h à 16h;227
PARIS NORD;87271031;JOB;2019;2019-03-21;B;B;Après 20h;8975
CERNAY;87276063;Dimanche;2017;2017-04-23;C;C;Après 20h;57
PARIS NORD;87271031;JOB;2019;2019-03-21;B;B;De 10h à 16h;15272
CERNAY;87276063;JOB;2017;2017-04-25;C;C;De 6h à 10h;1794
PORCHEFONTAINE;87393165;Dimanche;2017;2017-04-23;C;C;Après 20h;46
CHAVILLE VELIZY;87393173;JOB;2017;2017-04-25;C;C;De 6h à 10h;1798
SEVRAN LIVRY;87271429;Samedi;2019;2019-03-16;B;B;De 10h à 16h;4074
CHEMIN D'ANTONY;87546317;Dimanche;2017;2017-04-23;C;C;Avant 6h;2
VERT GALANT;87271437;Dimanche;2019;2019-03-24;B;B;Après 20h;419
CHEMIN D'ANTONY;87546317;Dimanche;2017;2017-04-23;C;C;De 16h à 20h;39
VERT GALANT;87271437;JOB;2019;2019-03-28;B;B;De 10h à 16h;2986
CHILLY MAZARIN;87393637;Dimanche;2017;2017-04-23;C;C;De 10h à 16h;225
VERT GALANT;87271437;JOB;2019;2019-03-21;B;B;De 6h à 10h;187
DOURDAN;87545525;Samedi;2017;2017-04-22;C;C;De 10h à 16h;349
VERT GALANT;87271437;Samedi;2019;2019-03-16;B;B;Après 20h;729
DOURDAN LA FORET;87540179;JOB;2017;2017-04-25;C;C;De 16h à 20h;386
SAINT-CHERON;87545509;Samedi;2017;2017-04-22;C;C;Avant 6h;11
ETAMPES;87545137;Samedi;2017;2017-04-22;C;C;De 10h à 16h;1035
SAINT-CYR;87393223;Dimanche;2017;2017-04-23;C;C;Avant 6h;12
FRANCONVILLE LE PLESSIS BOUCHARD;87276071;Dimanche;2017;2017-04-23;C;C;Avant 6h;15
VILLEPINTE;87271452;JOB;2019;2019-03-21;B;B;De 10h à 16h;130
GENNEVILLIERS;87271205;Dimanche;2017;2017-04-23;C;C;De 16h à 20h;443
SAINT-GRATIEN;87276170;JOB;2017;2017-04-25;C;C;De 16h à 20h;923
GRAVIGNY BALIZY;87393645;JOB;2017;2017-04-25;C;C;Après 20h;15
ABLON;87545269;JOB;2017;2017-04-25;C;C;De 6h à 10h;1288
IGNY;87393561;Dimanche;2017;2017-04-23;C;C;De 10h à 16h;103
SAINT-MICHEL NOTRE DAME;87547315;JOB;2017;2017-04-25;C;C;De 10h à 16h;12108
ISSY VAL DE SEINE;87393306;Dimanche;2017;2017-04-23;C;C;Après 20h;183
SAINT-MICHEL SUR ORGE;87545202;JOB;2017;2017-04-25;C;C;Après 20h;157
ISSY VAL DE SEINE;87393306;Dimanche;2017;2017-04-23;C;C;De 6h à 10h;154
SAINT-OUEN L'AUMONE;87276105;JOB;2017;2017-04-25;C;C;Après 20h;66
JAVEL;87393066;Samedi;2017;2017-04-22;C;C;Avant 6h;11
ATHIS MONS;87545251;Samedi;2017;2017-04-22;C;C;De 16h à 20h;290
JOUY EN JOSAS;87393512;Dimanche;2017;2017-04-23;C;C;De 6h à 10h;31
SAINT-OUEN L'AUMONE LIESSE;87337980;JOB;2017;2017-04-25;C;C;Avant 6h;14
JOUY EN JOSAS;87393512;JOB;2017;2017-04-25;C;C;De 16h à 20h;741
AVENUE FOCH;87381038;Samedi;2017;2017-04-22;C;C;De 16h à 20h;383
LARDY;87545160;JOB;2017;2017-04-25;C;C;De 6h à 10h;564
AVENUE HENRI MARTIN;87381046;Dimanche;2017;2017-04-23;C;C;De 10h à 16h;292
LES ARDOINES;87492108;Samedi;2017;2017-04-22;C;C;De 10h à 16h;1136
BOULAINVILLIERS;87543181;Samedi;2017;2017-04-22;C;C;De 16h à 20h;920
LES ARDOINES;87492108;Samedi;2017;2017-04-22;C;C;De 6h à 10h;522
BOURAY;87545178;JOB;2017;2017-04-25;C;C;Après 20h;18
LES SAULES;87546226;JOB;2017;2017-04-25;C;C;De 16h à 20h;442
BOURAY;87545178;Samedi;2017;2017-04-22;C;C;De 16h à 20h;111
ACHERES VILLE;87381657;Dimanche;2014;2014-05-18;A;A;Après 20h;156
BRETIGNY;87545194;Samedi;2017;2017-04-22;C;C;Avant 6h;117
CERGY LE HAUT;87382655;JOB;2018;2018-03-27;A;A;De 6h à 10h;5288
BREUILLET VILLAGE;87545491;JOB;2017;2017-04-25;C;C;De 6h à 10h;759
CERGY SAINT-CHRISTOPHE;87382499;JOB;2018;2018-03-27;A;A;De 16h à 20h;2027
VAUBOYEN;87393538;JOB;2017;2017-04-25;C;C;Avant 6h;0
MASSY PALAISEAU;87393579;Samedi;2017;2017-04-22;C;C;De 16h à 20h;787
VAUBOYEN;87393538;Samedi;2017;2017-04-22;C;C;De 6h à 10h;39
MASSY VERRIERES;87383281;JOB;2017;2017-04-25;C;C;Après 20h;7
CHAMARANDE;87545152;JOB;2017;2017-04-25;C;C;De 16h à 20h;67
MEUDON VAL FLEURY;87393082;Dimanche;2017;2017-04-23;C;C;De 10h à 16h;840
VIROFLAY RIVE GAUCHE;87393215;JOB;2017;2017-04-25;C;C;De 10h à 16h;866
MAISONS LAFFITTE;87386425;Samedi;2014;2014-05-17;A;A;Après 20h;794
CHAMARANDE;87545152;JOB;2017;2017-04-25;C;C;De 6h à 10h;190
MEUDON VAL FLEURY;87393082;Samedi;2017;2017-04-22;C;C;De 6h à 10h;476
CHATEAU D'EAU;87331111;JOB;2017;2017-04-25;C;C;De 10h à 16h;1
NEUVILLE UNIVERSITE;87334482;Dimanche;2014;2014-05-18;A;A;De 6h à 10h;167
VITRY SUR SEINE;87545293;JOB;2017;2017-04-25;C;C;Avant 6h;165
POISSY;87386573;Samedi;2014;2014-05-17;A;A;De 10h à 16h;2032
CHILLY MAZARIN;87393637;Dimanche;2017;2017-04-23;C;C;Avant 6h;0
MONTIGNY BEAUCHAMP;87276089;Samedi;2017;2017-04-22;C;C;De 10h à 16h;722
CHOISY LE ROI;87545285;Dimanche;2017;2017-04-23;C;C;De 10h à 16h;4690
SARTROUVILLE;87386417;Dimanche;2014;2014-05-18;A;A;Après 20h;657
DOMMERVILLE CREDIT AGRICOLE;87332965;JOB;2017;2017-04-25;C;C;Avant 6h;4
MUSEE D'ORSAY;87547307;JOB;2017;2017-04-25;C;C;De 16h à 20h;4648
DOURDAN;87545525;Dimanche;2017;2017-04-23;C;C;De 6h à 10h;125
SARTROUVILLE;87386417;JOB;2018;2018-03-27;A;A;De 6h à 10h;9169
DOURDAN;87545525;JOB;2017;2017-04-25;C;C;Après 20h;68
AEROPORT CHARLES DE GAULLE 1;87271460;Samedi;2019;2019-03-23;B;B;De 16h à 20h;1072
DOURDAN;87545525;JOB;2017;2017-04-25;C;C;De 6h à 10h;578
AEROPORT CHARLES DE GAULLE 2 TGV;87001479;Samedi;2019;2019-03-23;B;B;De 16h à 20h;1311
BUNO GIRONVILLE;87681510;Samedi;2019;2019-03-23;D;D;De 10h à 16h;12
PEREIRE SAUSSURE;87991111;Dimanche;2017;2017-04-23;C;C;De 10h à 16h;1
DOURDAN LA FORET;87540179;JOB;2017;2017-04-25;C;C;De 6h à 10h;27
PEREIRE SAUSSURE;87991111;JOB;2017;2017-04-25;C;C;De 16h à 20h;1
EGLY;87545475;Samedi;2017;2017-04-22;C;C;De 6h à 10h;77
LA COURNEUVE AUBERVILLIERS;87271304;JOB;2019;2019-03-28;B;B;De 10h à 16h;4786
CHATELET LES HALLES;87758607;Dimanche;2019;2019-03-24;D;D;De 6h à 10h;1911
PIERRELAYE;87276097;Samedi;2017;2017-04-22;C;C;De 6h à 10h;95
EPINAY SUR ORGE;87545228;Dimanche;2017;2017-04-23;C;C;Avant 6h;42
PLACE LOULOU GASTE;87112222;Dimanche;2017;2017-04-23;C;C;De 6h à 10h;0
ETRECHY;87545145;Dimanche;2017;2017-04-23;C;C;Avant 6h;4
PLACE LOULOU GASTE;87112222;Samedi;2017;2017-04-22;C;C;De 10h à 16h;9
CRETEIL POMPADOUR;87608802;JOB;2019;2019-04-02;D;D;Avant 6h;243
PONT CARDINET;87381111;JOB;2017;2017-04-25;C;C;De 10h à 16h;27
EVRY VAL DE SEINE;87681361;Dimanche;2019;2019-03-24;D;D;Avant 6h;13
MITRY CLAYE;87271528;Samedi;2019;2019-03-16;B;B;De 16h à 20h;556
GRAVIGNY BALIZY;87393645;Samedi;2017;2017-04-22;C;C;De 10h à 16h;168
PONT DE RUNGIS AEROPORT D'ORLY;87546192;Samedi;2017;2017-04-22;C;C;De 16h à 20h;199
GARGES SARCELLES;87276196;Dimanche;2019;2019-03-24;D;D;De 16h à 20h;5442
PORCHEFONTAINE;87393165;JOB;2017;2017-04-25;C;C;De 10h à 16h;337
GARGES SARCELLES;87276196;JOB;2019;2019-03-26;D;D;De 16h à 20h;6339
SEVRAN BEAUDOTTES;87271445;Samedi;2019;2019-03-16;B;B;Après 20h;1973
INVALIDES;87393033;JOB;2017;2017-04-25;C;C;De 6h à 10h;3983
PORCHEFONTAINE;87393165;Samedi;2017;2017-04-22;C;C;Après 20h;63
ISSY;87393074;Dimanche;2017;2017-04-23;C;C;Après 20h;83
PORTE D'ASNIERES;87222222;Samedi;2017;2017-04-22;C;C;Après 20h;0
ISSY;87393074;JOB;2017;2017-04-25;C;C;De 10h à 16h;764
PORTE DE CLICHY;87111278;Dimanche;2017;2017-04-23;C;C;De 6h à 10h;249
JUVISY;87545244;Dimanche;2019;2019-03-24;D;D;Après 20h;2288
PORTE DE CLICHY;87111278;JOB;2017;2017-04-25;C;C;Avant 6h;49
LA BORNE BLANCHE;87276287;Dimanche;2019;2019-03-24;D;D;Avant 6h;2
VILLEPARISIS MITRY LE NEUF;87271510;JOB;2019;2019-03-28;B;B;Avant 6h;340
JOUY EN JOSAS;87393512;JOB;2017;2017-04-25;C;C;Après 20h;46
VILLEPINTE;87271452;Samedi;2019;2019-03-16;B;B;Après 20h;283
JOUY EN JOSAS;87393512;JOB;2017;2017-04-25;C;C;De 10h à 16h;324
ABLON;87545269;Dimanche;2017;2017-04-23;C;C;Avant 6h;2
LA NORVILLE SAINT-GERMAIN LES ARPAJON;87545459;Samedi;2017;2017-04-22;C;C;De 10h à 16h;175
AMPERE WAGRAM;87771111;JOB;2017;2017-04-25;C;C;De 16h à 20h;5
LARDY;87545160;Dimanche;2017;2017-04-23;C;C;De 10h à 16h;119
ARPAJON;87545467;Dimanche;2017;2017-04-23;C;C;De 16h à 20h;297
LE PLESSIS CHENET;87681627;JOB;2019;2019-03-26;D;D;De 6h à 10h;10
SAINT-MICHEL SUR ORGE;87545202;JOB;2017;2017-04-25;C;C;De 16h à 20h;937
LE VERT DE MAISONS;87681247;JOB;2019;2019-03-26;D;D;De 16h à 20h;1546
SAINT-OUEN;87271247;Dimanche;2017;2017-04-23;C;C;Après 20h;121
LONGJUMEAU;87393611;Dimanche;2017;2017-04-23;C;C;Avant 6h;3
ARPAJON;87545467;Samedi;2017;2017-04-22;C;C;De 6h à 10h;255
LONGJUMEAU;87393611;Dimanche;2017;2017-04-23;C;C;De 6h à 10h;24
SAINT-OUEN;87271247;Samedi;2017;2017-04-22;C;C;De 16h à 20h;524
LES NOUES;87276238;JOB;2019;2019-03-26;D;D;De 16h à 20h;546
AVENUE DU PRESIDENT KENNEDY - MAISON DE RADIO FRANCE;87543207;Dimanche;2017;2017-04-23;C;C;Après 20h;109
MASSY PALAISEAU;87393579;Dimanche;2017;2017-04-23;C;C;De 10h à 16h;837
AVENUE DU PRESIDENT KENNEDY - MAISON DE RADIO FRANCE;87543207;JOB;2017;2017-04-25;C;C;Après 20h;215
MONNERVILLE CENTRE;87332940;JOB;2017;2017-04-25;C;C;De 16h à 20h;0
SAINT-QUENTIN EN YVELINES;87393843;JOB;2017;2017-04-25;C;C;Après 20h;392
MONTIGNY BEAUCHAMP;87276089;Dimanche;2017;2017-04-23;C;C;Après 20h;118
AVENUE FOCH;87381038;Samedi;2017;2017-04-22;C;C;De 10h à 16h;337
MUSEE D'ORSAY;87547307;JOB;2017;2017-04-25;C;C;De 6h à 10h;1081
SAVIGNY SUR ORGE;87545236;Dimanche;2017;2017-04-23;C;C;De 6h à 10h;671
MUSEE D'ORSAY;87547307;Samedi;2017;2017-04-22;C;C;Après 20h;544
TOCQUEVILLE;87332222;Dimanche;2017;2017-04-23;C;C;De 10h à 16h;3
NEUILLY PORTE MAILLOT;87381020;Samedi;2017;2017-04-22;C;C;De 6h à 10h;332
TOCQUEVILLE;87332222;Dimanche;2017;2017-04-23;C;C;De 16h à 20h;3
ORLY VILLE;87546200;Dimanche;2017;2017-04-23;C;C;Après 20h;106
BREUILLET VILLAGE;87545491;Dimanche;2017;2017-04-23;C;C;De 10h à 16h;151
ORLY VILLE;87546200;JOB;2017;2017-04-25;C;C;Avant 6h;122
CHAMARANDE;87545152;Dimanche;2017;2017-04-23;C;C;Avant 6h;1
PARIS AUSTERLITZ;87547026;JOB;2017;2017-04-25;C;C;De 10h à 16h;5789
CHAMARANDE;87545152;Dimanche;2017;2017-04-23;C;C;De 10h à 16h;53
PARIS AUSTERLITZ;87547026;JOB;2017;2017-04-25;C;C;De 6h à 10h;5643
CHATEAU D'EAU;87331111;Samedi;2017;2017-04-22;C;C;De 10h à 16h;3
ORRY LA VILLE COYE LA FORET;87276279;JOB;2019;2019-03-26;D;D;De 6h à 10h;310
VITRY SUR SEINE;87545293;JOB;2017;2017-04-25;C;C;De 10h à 16h;2016
PARIS NORD;87271031;JOB;2019;2019-03-26;D;D;De 10h à 16h;20895
CHILLY MAZARIN;87393637;Dimanche;2017;2017-04-23;C;C;De 6h à 10h;53
PONTHIERRY PRINGY;87682526;Dimanche;2019;2019-03-24;D;D;De 16h à 20h;107
BOIGNEVILLE;87684407;Samedi;2019;2019-03-23;D;D;Après 20h;0
PETIT VAUX;87393652;JOB;2017;2017-04-25;C;C;Après 20h;9
BOUSSY SAINT-ANTOINE;87682138;Samedi;2019;2019-03-23;D;D;Avant 6h;57
PETIT VAUX;87393652;JOB;2017;2017-04-25;C;C;De 6h à 10h;411
CHOISY LE ROI;87545285;JOB;2017;2017-04-25;C;C;Avant 6h;598
PETIT VAUX;87393652;Samedi;2017;2017-04-22;C;C;Après 20h;21
BOUTIGNY;87681478;Samedi;2019;2019-03-23;D;D;De 6h à 10h;33
PETIT VAUX;87393652;Samedi;2017;2017-04-22;C;C;De 6h à 10h;50
BUNO GIRONVILLE;87681510;JOB;2019;2019-03-26;D;D;Après 20h;0
PIERRELAYE;87276097;Samedi;2017;2017-04-22;C;C;De 10h à 16h;181
BUNO GIRONVILLE;87681510;JOB;2019;2019-03-26;D;D;Avant 6h;3
SAVIGNY LE TEMPLE NANDY;87682187;JOB;2019;2019-03-26;D;D;De 10h à 16h;1841
CHANTILLY GOUVIEUX;87276113;JOB;2019;2019-03-26;D;D;Avant 6h;46
PLACE DU CARROUGE;87441111;JOB;2017;2017-04-25;C;C;Avant 6h;3
EGLY;87545475;JOB;2017;2017-04-25;C;C;Après 20h;13
SAVIGNY LE TEMPLE NANDY;87682187;JOB;2019;2019-03-26;D;D;De 6h à 10h;3692
CHANTILLY GOUVIEUX;87276113;JOB;2019;2019-03-26;D;D;De 10h à 16h;101
STADE DE FRANCE SAINT-DENIS;87164780;Dimanche;2019;2019-03-24;D;D;Avant 6h;24
COMBS LA VILLE QUINCY;87682146;JOB;2019;2019-03-26;D;D;De 10h à 16h;1389
ACHERES VILLE;87381657;Samedi;2014;2014-05-17;A;A;De 16h à 20h;771
PLACE LOULOU GASTE;87112222;Samedi;2017;2017-04-22;C;C;De 16h à 20h;1
EPINAY SUR SEINE;87271148;Samedi;2017;2017-04-22;C;C;De 6h à 10h;686
CERGY SAINT-CHRISTOPHE;87382499;Samedi;2014;2014-05-17;A;A;Avant 6h;135
VIGNEUX SUR SEINE;87681304;Dimanche;2019;2019-03-24;D;D;Après 20h;424
ERMONT EAUBONNE;87276055;JOB;2017;2017-04-25;C;C;De 16h à 20h;2971
NEUVILLE UNIVERSITE;87334482;Samedi;2014;2014-05-17;A;A;Avant 6h;22
PONT DE RUNGIS AEROPORT D'ORLY;87546192;Dimanche;2017;2017-04-23;C;C;Après 20h;122
ERMONT EAUBONNE;87276055;Samedi;2017;2017-04-22;C;C;De 6h à 10h;682
SARTROUVILLE;87386417;Dimanche;2014;2014-05-18;A;A;De 10h à 16h;2345
PONT DE RUNGIS AEROPORT D'ORLY;87546192;Dimanche;2017;2017-04-23;C;C;De 10h à 16h;284
ETAMPES;87545137;JOB;2017;2017-04-25;C;C;De 16h à 20h;1000
SARTROUVILLE;87386417;JOB;2018;2018-03-27;A;A;Avant 6h;175
PONT DE RUNGIS AEROPORT D'ORLY;87546192;Dimanche;2017;2017-04-23;C;C;De 16h à 20h;229
CREIL;87276006;Samedi;2019;2019-03-23;D;D;De 6h à 10h;215
SARTROUVILLE;87386417;Samedi;2014;2014-05-17;A;A;De 10h à 16h;3095
VILLENEUVE TRIAGE;87681809;Samedi;2019;2019-03-23;D;D;De 10h à 16h;635
GARE DE MONNERVILLE;87551111;JOB;2017;2017-04-25;C;C;Avant 6h;0
AEROPORT CHARLES DE GAULLE 1;87271460;Samedi;2019;2019-03-16;B;B;Avant 6h;82
VILLIERS LE BEL GONESSE ARNOUVILLE;87276220;JOB;2019;2019-03-26;D;D;De 6h à 10h;10249
ESSONNES ROBINSON;87681601;Dimanche;2019;2019-03-24;D;D;De 16h à 20h;38
AEROPORT CHARLES DE GAULLE 1;87271460;Samedi;2019;2019-03-16;B;B;De 10h à 16h;1772
PONT DU GARIGLIANO - HOPITAL EUROPEEN GEORGES POMPIDOU;87393322;Dimanche;2017;2017-04-23;C;C;Avant 6h;1
GRAVIGNY BALIZY;87393645;JOB;2017;2017-04-25;C;C;De 6h à 10h;629
AEROPORT CHARLES DE GAULLE 2 TGV;87001479;Samedi;2019;2019-03-16;B;B;De 6h à 10h;1665
PONT DU GARIGLIANO - HOPITAL EUROPEEN GEORGES POMPIDOU;87393322;Dimanche;2017;2017-04-23;C;C;De 6h à 10h;148
IGNY;87393561;Dimanche;2017;2017-04-23;C;C;De 6h à 10h;24
DRANCY;87271403;JOB;2019;2019-03-28;B;B;Après 20h;457
PONTOISE;87276139;JOB;2017;2017-04-25;C;C;De 10h à 16h;759
IGNY;87393561;JOB;2017;2017-04-25;C;C;Après 20h;13
DRANCY;87271403;Samedi;2019;2019-03-16;B;B;Après 20h;851
PONTOISE;87276139;Samedi;2017;2017-04-22;C;C;Après 20h;90
GARGES SARCELLES;87276196;JOB;2019;2019-03-26;D;D;Avant 6h;1083
DRANCY;87271403;Samedi;2019;2019-03-16;B;B;De 16h à 20h;1858
